order_id,order_date,region,city,category,product,channel,segment,units,unit_price,discount_pct,revenue,cost,profit,returned,customer_id
ORD-100537,2023-07-28,North,Chandigarh,Home & Kitchen,Espresso Machine,Online,Consumer,6,5325.68,0.25,23965.56,11965.39,12000.17,No,CUST-1423
ORD-100538,2023-07-29,South,Hyderabad,Beauty,Sunscreen SPF50,Retail Store,Consumer,6,1360.45,0.1,7346.43,4829.34,2517.09,No,CUST-1267
ORD-100539,2023-07-29,East,Guwahati,Electronics,Bluetooth Speaker,Online,Consumer,8,5396.03,0.1,38851.42,23123.6,15727.82,No,CUST-1872
ORD-100540,2023-07-30,North,Delhi,Apparel,Denim Jeans,Online,Home Office,1,2299.78,0.05,2184.79,1604.37,-566.18,Yes,CUST-1530
ORD-100541,2023-07-30,North,Jaipur,Electronics,Wireless Earbuds,Online,Home Office,5,6736.5,0.05,31998.38,17169.8,14828.58,No,CUST-1335
ORD-100542,2023-07-30,North,Lucknow,Beauty,Face Wash,Online,Consumer,3,1027.3,,3081.9,2035.23,1046.67,No,CUST-1483
ORD-100543,2023-08-01,West,Mumbai,Home & Kitchen,Espresso Machine,Online,Consumer,6,2720.2,0.0,16321.2,8684.81,7636.39,No,CUST-1863
ORD-100544,2023-08-01,East,Kolkata,Electronics,Smart Watch,Online,Consumer,7,3960.91,,22181.1,14639.19,7541.91,No,CUST-1162
ORD-100545,2023-08-01,East,Kolkata,Electronics,Smart Watch,Retail Store,Consumer,1,4597.55,0.05,4367.67,2035.13,2332.54,No,CUST-1227
ORD-100546,2023-08-01,East,Patna,Home & Kitchen,Espresso Machine,Online,Consumer,2,2169.7,0.25,3254.55,1885.24,1369.31,No,CUST-1490
ORD-100547,2023-08-01,South,Bengaluru,Beauty,Sunscreen SPF50,Online,Consumer,8,1212.33,0.05,9213.71,4671.22,4542.49,No,CUST-1094
ORD-100548,2023-08-02,South,Hyderabad,Home & Kitchen,Air Fryer,Online,Consumer,4,4431.6,0.3,12408.48,8064.99,4343.49,No,CUST-1467
ORD-100549,2023-08-02,South,Kochi,Electronics,Smart Watch,Online,Consumer,3,5519.26,0.0,16557.78,9181.62,7376.16,No,CUST-1141
ORD-100550,2023-08-02,East,Bhubaneswar,Sports,Running Shoes,Partner,Corporate,2,1302.57,0.0,2605.14,1835.6,769.54,No,CUST-1777
ORD-100551,2023-08-02,North,Jaipur,Beauty,Hair Oil,Retail Store,Corporate,3,554.66,0.15,1414.38,689.96,724.42,No,CUST-1696
ORD-100552,2023-08-02,West,Mumbai,Home & Kitchen,Chef Knife,Retail Store,Consumer,1,4101.16,0.25,3075.87,1948.72,1127.15,No,CUST-1043
ORD-100553,2023-08-03,East,Kolkata,Home & Kitchen,Air Fryer,Online,Consumer,2,5883.28,0.0,11766.56,7600.18,4166.38,No,CUST-1483
ORD-100554,2023-08-03,South,Bengaluru,Sports,Running Shoes,Online,Corporate,2,2129.23,0.1,3832.61,1752.63,2079.98,No,CUST-1188
ORD-100555,2023-08-03,South,Kochi,Sports,Running Shoes,Online,Consumer,1,2994.66,0.0,2994.66,1383.16,1611.5,No,CUST-1523
ORD-100556,2023-08-03,North,Delhi,Home & Kitchen,Air Fryer,Online,Home Office,8,3673.04,,23507.46,12969.52,10537.94,No,CUST-1490
ORD-100557,2023-08-04,West,,Apparel,Denim Jeans,Retail Store,Consumer,7,1877.52,0.15,11171.24,7272.42,3898.82,No,CUST-1870
ORD-100558,2023-08-04,West,Surat,Apparel,Denim Jeans,Online,Home Office,8,2351.16,0.15,15987.89,12273.39,-4210.47,Yes,CUST-1159
ORD-100559,2023-08-04,West,Pune,Beauty,Face Wash,Online,Consumer,2,857.25,0.0,1714.5,822.89,891.61,No,CUST-1454
ORD-100560,2023-08-04,North,Jaipur,Home & Kitchen,Cookware Set,Online,Corporate,3,3485.97,0.0,10457.91,7132.75,3325.16,No,CUST-1868
ORD-100561,2023-08-05,North,Chandigarh,Electronics,Bluetooth Speaker,Online,Consumer,3,7306.99,0.15,18632.82,12644.16,5988.66,No,CUST-1105
ORD-100562,2023-08-06,North,Chandigarh,Electronics,Smart Watch,Online,Corporate,5,5626.42,0.05,26725.5,17930.85,-4023.06,Yes,CUST-1228
ORD-100563,2023-08-06,North,Lucknow,Sports,Cricket Bat,Retail Store,Consumer,2,3125.63,0.2,5001.01,3102.27,1898.74,No,CUST-1646
ORD-100564,2023-08-06,North,Jaipur,Beauty,Vitamin C Serum,Partner,Consumer,2,788.79,0.0,1577.58,1213.24,364.34,No,CUST-1097
ORD-100565,2023-08-07,North,Chandigarh,Sports,Dumbbell Set,Online,Corporate,8,3301.91,0.0,26415.28,16260.87,10154.41,No,CUST-1187
ORD-100566,2023-08-07,West,Surat,Apparel,Cotton T-Shirt,Online,Consumer,3,1970.24,,5910.72,4294.95,1615.77,No,CUST-1861
ORD-100567,2023-08-07,North,Jaipur,Beauty,Face Wash,Online,Consumer,7,1018.27,0.0,7127.89,3825.05,3302.84,No,CUST-1523
ORD-100568,2023-08-08,North,Jaipur,Beauty,Sunscreen SPF50,Online,Consumer,2,956.48,0.0,1912.96,1369.84,543.12,No,CUST-1050
ORD-100569,2023-08-08,West,Surat,Apparel,Denim Jeans,Retail Store,Corporate,8,1652.72,0.1,11899.58,9268.11,2631.47,No,CUST-1768
ORD-100570,2023-08-08,South,Bengaluru,Electronics,Wireless Earbuds,Online,Corporate,6,5577.57,0.0,33465.42,25110.05,8355.37,No,CUST-1471
ORD-100571,2023-08-09,East,Kolkata,Sports,Cricket Bat,Partner,Consumer,7,2278.81,0.0,15951.67,8778.9,7172.77,No,CUST-1429
ORD-100572,2023-08-09,East,Bhubaneswar,Electronics,Smart Watch,Retail Store,Corporate,5,6760.24,,25350.9,18486.69,6864.21,No,CUST-1893
ORD-100573,2023-08-09,West,Surat,Home & Kitchen,Air Fryer,Online,Home Office,8,3936.72,0.1,28344.38,13645.97,14698.41,No,CUST-1282
ORD-100574,2023-08-10,East,Kolkata,Home & Kitchen,Espresso Machine,Partner,Corporate,3,2764.67,0.2,6635.21,4469.77,2165.44,No,CUST-1340
ORD-100575,2023-08-11,South,Kochi,Home & Kitchen,Chef Knife,Retail Store,Consumer,4,2599.33,0.2,8317.86,4682.19,3635.67,No,CUST-1517
ORD-100576,2023-08-11,East,Patna,Electronics,Bluetooth Speaker,Partner,Consumer,1,3464.26,0.0,3464.26,2311.91,1152.35,No,CUST-1217
ORD-100577,2023-08-11,South,Kochi,Home & Kitchen,Chef Knife,Online,Consumer,2,4684.84,0.15,7964.23,4667.37,3296.86,No,CUST-1114
ORD-100578,2023-08-11,South,Chennai,Electronics,Wireless Earbuds,Partner,Consumer,7,4172.9,0.25,21907.72,9923.78,11983.94,No,CUST-1124
ORD-100579,2023-08-11,South,Chennai,Beauty,Vitamin C Serum,Online,Consumer,3,993.14,0.1,2681.48,1411.32,1270.16,No,CUST-1276
ORD-100580,2023-08-11,North,Chandigarh,Electronics,Wireless Earbuds,Online,Corporate,1,5758.93,0.25,4319.2,2004.05,2315.15,No,CUST-1071
ORD-100581,2023-08-11,East,Kolkata,Home & Kitchen,Espresso Machine,Partner,Consumer,3,4068.73,0.3,8544.33,5049.69,3494.64,No,CUST-1453
ORD-100582,2023-08-12,North,Lucknow,Beauty,Sunscreen SPF50,Online,Corporate,3,1022.11,0.1,2759.7,2006.92,752.78,No,CUST-1894
ORD-100583,2023-08-12,North,Chandigarh,Electronics,4K Monitor,Online,Consumer,6,5789.17,0.0,34735.02,24090.09,10644.93,No,CUST-1228
ORD-100584,2023-08-12,North,Jaipur,Electronics,Smart Watch,Online,Consumer,1,2259.78,0.15,1920.81,1364.43,556.38,No,CUST-1036
ORD-100585,2023-08-12,West,Ahmedabad,Beauty,Face Wash,Online,Corporate,1,866.36,0.25,649.77,465.48,184.29,No,CUST-1035
ORD-100586,2023-08-12,North,Chandigarh,Electronics,Wireless Earbuds,Online,Consumer,6,6121.24,0.15,31218.32,17879.98,13338.34,No,CUST-1149
ORD-100587,2023-08-13,East,Bhubaneswar,Electronics,Wireless Earbuds,Online,Home Office,2,7619.28,0.25,11428.92,7051.51,4377.41,No,CUST-1526
ORD-100588,2023-08-13,West,Surat,Apparel,Cotton T-Shirt,Online,Consumer,4,2559.23,0.1,9213.23,5691.83,3521.4,No,CUST-1423
ORD-100589,2023-08-13,North,Lucknow,Sports,Cricket Bat,Retail Store,Consumer,6,1773.96,0.05,10111.57,4927.96,5183.61,No,CUST-1361
ORD-100590,2023-08-13,East,Patna,Home & Kitchen,Cookware Set,Online,Corporate,5,3816.85,0.3,13358.97,8648.42,4710.55,No,CUST-1679
ORD-100591,2023-08-13,North,Chandigarh,Apparel,Rain Jacket,Retail Store,Corporate,1,1224.25,0.0,1224.25,841.87,382.38,No,CUST-1351
ORD-100592,2023-08-14,North,Chandigarh,Sports,Cricket Bat,Online,Consumer,6,3383.14,0.1,18268.96,11904.41,-3504.38,Yes,CUST-1554
ORD-100593,2023-08-15,East,Guwahati,Apparel,Denim Jeans,Retail Store,Corporate,1,2284.91,0.0,2284.91,1590.68,694.23,No,CUST-1897
ORD-100594,2023-08-15,West,Mumbai,Apparel,Rain Jacket,Retail Store,Consumer,2,2013.07,0.15,3422.22,1674.27,1747.95,No,CUST-1152
ORD-100595,2023-08-15,North,Jaipur,Apparel,Rain Jacket,Partner,Consumer,1,1937.61,0.3,1356.33,951.15,405.18,No,CUST-1100
ORD-100596,2023-08-15,South,Kochi,Apparel,Rain Jacket,Online,Consumer,5,2437.57,0.3,8531.49,4425.17,4106.32,No,CUST-1195
ORD-100597,2023-08-16,North,Delhi,Apparel,Rain Jacket,Online,Corporate,6,2368.41,0.0,14210.46,10506.54,3703.92,No,CUST-1138
ORD-100598,2023-08-16,South,Hyderabad,Home & Kitchen,Air Fryer,Partner,Corporate,6,5196.85,0.2,24944.88,13241.42,11703.46,No,CUST-1746
ORD-100599,2023-08-16,East,Kolkata,Electronics,Wireless Earbuds,Retail Store,Consumer,2,6176.31,,9264.46,5673.16,3591.3,No,CUST-1788
ORD-100600,2023-08-17,East,Guwahati,Home & Kitchen,Chef Knife,Online,Corporate,3,3825.01,0.25,8606.27,5256.69,3349.58,No,CUST-1503
ORD-100601,2023-08-17,East,Kolkata,Electronics,Bluetooth Speaker,Retail Store,Corporate,2,6562.27,0.1,11812.09,6363.42,5448.67,No,CUST-1117
ORD-100602,2023-08-18,North,Chandigarh,Apparel,Rain Jacket,Retail Store,Consumer,3,2208.01,0.0,6624.03,3771.49,2852.54,No,CUST-1766
ORD-100603,2023-08-19,East,Patna,Electronics,Power Bank,Online,Consumer,2,5381.38,0.1,9686.48,4952.18,4734.3,No,CUST-1825
ORD-100604,2023-08-19,East,Patna,Home & Kitchen,Cookware Set,Retail Store,Consumer,6,3826.25,0.2,18366.0,11719.95,6646.05,No,CUST-1366
ORD-100605,2023-08-19,East,,Home & Kitchen,Chef Knife,Retail Store,Consumer,7,5181.61,0.15,30830.58,23162.99,7667.59,No,CUST-1604
ORD-100606,2023-08-20,North,Delhi,Apparel,Denim Jeans,Online,Home Office,7,2559.33,,17019.54,9437.0,7582.54,No,CUST-1547
ORD-100607,2023-08-20,South,Hyderabad,Electronics,Bluetooth Speaker,Online,Corporate,2,4694.68,0.0,9389.36,5799.44,3589.92,No,CUST-1475
ORD-100608,2023-08-20,South,Bengaluru,Electronics,4K Monitor,Online,Consumer,1,5296.82,0.15,4502.3,3306.58,1195.72,No,CUST-1317
ORD-100609,2023-08-21,North,Jaipur,Beauty,Hair Oil,Retail Store,Consumer,1,1009.65,0.05,959.17,574.85,384.32,No,CUST-1250
ORD-100610,2023-08-21,North,Chandigarh,Electronics,Power Bank,Online,Consumer,7,6227.02,0.1,39230.23,28415.08,10815.15,No,CUST-1248
ORD-100611,2023-08-21,South,Hyderabad,Beauty,Hair Oil,Retail Store,Consumer,8,829.91,0.3,4647.5,2775.99,1871.51,No,CUST-1323
ORD-100612,2023-08-22,East,Kolkata,Apparel,Denim Jeans,Online,Consumer,2,2652.96,0.0,5305.92,3158.51,-1671.43,Yes,CUST-1683
ORD-100613,2023-08-22,North,Lucknow,Electronics,4K Monitor,Retail Store,Consumer,8,6150.91,0.0,49207.28,24696.6,24510.68,No,CUST-1743
ORD-100614,2023-08-23,West,Pune,Home & Kitchen,Cookware Set,Retail Store,Consumer,5,4640.77,0.3,16242.7,7979.11,8263.59,No,CUST-1101
ORD-100615,2023-08-23,South,Kochi,Apparel,Wool Sweater,Retail Store,Consumer,2,2603.09,0.3,3644.33,2375.35,1268.98,No,CUST-1051
ORD-100616,2023-08-24,East,Bhubaneswar,Electronics,Power Bank,Online,Consumer,3,5075.29,0.0,15225.87,11008.61,4217.26,No,CUST-1430
ORD-100617,2023-08-24,South,Hyderabad,Sports,Dumbbell Set,Online,Consumer,3,2498.59,0.3,5247.04,2595.63,2651.41,No,CUST-1691
ORD-100618,2023-08-25,South,Hyderabad,Electronics,Wireless Earbuds,Retail Store,Consumer,7,4080.47,0.0,28563.29,21431.92,7131.37,No,CUST-1504
ORD-100619,2023-08-25,East,Patna,Apparel,Rain Jacket,Online,Consumer,2,1807.13,0.0,3614.26,2054.46,1559.8,No,CUST-1745
ORD-100620,2023-08-26,West,Mumbai,Apparel,Cotton T-Shirt,Online,Consumer,2,1263.32,0.0,2526.64,1491.56,1035.08,No,CUST-1642
ORD-100621,2023-08-27,South,Hyderabad,Apparel,Rain Jacket,Online,Consumer,6,2188.27,0.1,11816.66,8805.42,3011.24,No,CUST-1635
ORD-100622,2023-08-28,South,Bengaluru,Beauty,Hair Oil,Online,Home Office,3,1026.57,0.0,3079.71,2296.78,782.93,No,CUST-1484
ORD-100623,2023-08-28,East,Guwahati,Electronics,Bluetooth Speaker,Retail Store,Consumer,3,5295.81,0.0,15887.43,9901.1,5986.33,No,CUST-1049
ORD-100624,2023-08-29,East,Patna,Sports,Running Shoes,Online,Consumer,7,2495.37,0.25,13100.69,7091.83,6008.86,No,CUST-1161
ORD-100625,2023-08-29,North,Lucknow,Home & Kitchen,Chef Knife,Online,Consumer,8,4861.81,0.15,33060.31,16752.98,16307.33,No,CUST-1668
ORD-100626,2023-08-30,South,Chennai,Sports,Dumbbell Set,Online,Consumer,5,1914.9,0.15,8138.32,4391.61,3746.71,No,CUST-1277
ORD-100627,2023-08-30,South,Chennai,Beauty,Hair Oil,Online,Consumer,7,982.94,0.3,4816.41,3408.13,1408.28,No,CUST-1650
ORD-100628,2023-08-31,West,Ahmedabad,Sports,Running Shoes,Online,Corporate,7,2946.8,0.0,20627.6,11491.94,-8513.65,Yes,CUST-1305
ORD-100629,2023-08-31,South,Chennai,Home & Kitchen,Cookware Set,Retail Store,Home Office,5,2533.45,0.3,8867.07,6022.56,2844.51,No,CUST-1011
ORD-100630,2023-08-31,South,Bengaluru,Apparel,Wool Sweater,Partner,Consumer,7,2166.16,0.05,14404.96,7410.15,6994.81,No,CUST-1608
ORD-100631,2023-09-01,West,Pune,Apparel,Rain Jacket,Partner,Consumer,1,1012.28,0.3,708.6,430.76,277.84,No,CUST-1803
ORD-100632,2023-09-01,South,Chennai,Home & Kitchen,Chef Knife,Online,Corporate,1,3457.17,0.25,2592.88,1468.08,1124.8,No,CUST-1401
ORD-100633,2023-09-01,North,Chandigarh,Apparel,Wool Sweater,Online,Consumer,8,1192.78,0.0,9542.24,5879.85,3662.39,No,CUST-1118
ORD-100634,2023-09-01,North,Lucknow,Home & Kitchen,Air Fryer,Online,Consumer,2,4668.34,0.0,9336.68,5957.57,3379.11,No,CUST-1373
ORD-100635,2023-09-02,North,Chandigarh,Electronics,Power Bank,Retail Store,Corporate,6,3586.42,0.1,19366.67,15048.07,4318.6,No,CUST-1864
ORD-100636,2023-09-02,North,Jaipur,Beauty,Face Wash,Retail Store,Consumer,4,510.86,0.1,1839.1,1373.74,465.36,No,CUST-1286
ORD-100637,2023-09-03,South,Hyderabad,Electronics,Smart Watch,Retail Store,Consumer,7,4954.32,0.0,34680.24,23569.94,-9281.1,Yes,CUST-1063
ORD-100638,2023-09-03,East,Patna,Sports,Dumbbell Set,Online,Consumer,6,1979.58,0.0,11877.48,5947.47,5930.01,No,CUST-1691
ORD-100639,2023-09-03,East,Guwahati,Electronics,Wireless Earbuds,Online,Consumer,1,3221.2,0.3,2254.84,1698.52,556.32,No,CUST-1214
ORD-100640,2023-09-04,North,Jaipur,Electronics,4K Monitor,Partner,Home Office,3,5373.11,0.2,12895.46,9601.36,3294.1,No,CUST-1033
ORD-100641,2023-09-04,South,Bengaluru,Beauty,Vitamin C Serum,Online,Consumer,6,451.08,0.0,2706.48,2009.86,696.62,No,CUST-1621
ORD-100642,2023-09-04,North,Lucknow,Beauty,Hair Oil,Retail Store,Consumer,8,619.93,0.2,3967.55,2412.57,1554.98,No,CUST-1304
ORD-100643,2023-09-05,West,Surat,Home & Kitchen,Air Fryer,Retail Store,Consumer,7,3106.69,0.0,21746.83,11011.14,10735.69,No,CUST-1123
ORD-100644,2023-09-06,North,Delhi,Sports,Yoga Mat,Online,Consumer,8,2565.23,0.1,18469.66,12909.43,5560.23,No,CUST-1048
ORD-100645,2023-09-07,East,Guwahati,Electronics,Bluetooth Speaker,Partner,Consumer,8,6194.76,0.0,49558.08,28654.98,20903.1,No,CUST-1166
ORD-100646,2023-09-07,North,Jaipur,Beauty,Face Wash,Retail Store,Consumer,8,998.6,0.15,6790.48,3827.84,2962.64,No,CUST-1134
ORD-100647,2023-09-08,East,Patna,Apparel,Cotton T-Shirt,Retail Store,Consumer,5,1553.37,0.0,7766.85,4496.68,3270.17,No,CUST-1010
ORD-100648,2023-09-08,South,Bengaluru,Apparel,Denim Jeans,Online,Consumer,3,749.27,0.0,2247.81,1426.22,821.59,No,CUST-1333
ORD-100649,2023-09-08,East,,Apparel,Cotton T-Shirt,Online,Corporate,5,1746.51,0.0,8732.55,4890.76,3841.79,No,CUST-1743
ORD-100650,2023-09-09,North,Jaipur,Electronics,Wireless Earbuds,Retail Store,Consumer,7,6386.84,0.0,44707.88,30297.36,14410.52,No,CUST-1356
ORD-100651,2023-09-10,West,Ahmedabad,Home & Kitchen,Chef Knife,Online,Home Office,4,4529.46,0.0,18117.84,12025.7,6092.14,No,CUST-1033
ORD-100652,2023-09-10,South,Bengaluru,Beauty,Hair Oil,Online,Consumer,7,886.54,0.1,5585.2,3451.23,2133.97,No,CUST-1793
ORD-100653,2023-09-10,East,Bhubaneswar,Electronics,Power Bank,Online,Consumer,6,3564.94,0.25,16042.23,7504.73,8537.5,No,CUST-1569
ORD-100654,2023-09-11,West,Ahmedabad,Sports,Dumbbell Set,Online,Home Office,2,1932.27,0.0,3864.54,2933.41,931.13,No,CUST-1867
ORD-100655,2023-09-11,West,Surat,Apparel,Wool Sweater,Retail Store,Corporate,8,2295.16,0.25,13770.96,8067.85,5703.11,No,CUST-1524
ORD-100656,2023-09-11,North,Delhi,Electronics,Power Bank,Online,Consumer,7,3325.55,0.1,20950.97,12535.38,8415.59,No,CUST-1429
ORD-100657,2023-09-11,North,Delhi,Home & Kitchen,Air Fryer,Online,Consumer,5,2666.05,,13330.25,8004.69,5325.56,No,CUST-1460
ORD-100658,2023-09-12,North,Delhi,Electronics,4K Monitor,Online,Corporate,2,5835.57,0.0,11671.14,6657.91,5013.23,No,CUST-1005
ORD-100659,2023-09-13,North,Lucknow,Electronics,Wireless Earbuds,Online,Consumer,2,4375.73,0.25,6563.59,4414.76,2148.83,No,CUST-1337
ORD-100660,2023-09-13,South,Hyderabad,Home & Kitchen,Cookware Set,Online,Consumer,7,2641.02,0.0,18487.14,8404.12,10083.02,No,CUST-1397
ORD-100661,2023-09-13,West,Ahmedabad,Electronics,Wireless Earbuds,Online,Consumer,1,6461.92,0.05,6138.82,4532.03,1606.79,No,CUST-1269
ORD-100662,2023-09-13,West,Surat,Electronics,Power Bank,Online,Corporate,4,5327.82,0.0,21311.28,10310.5,11000.78,No,CUST-1753
ORD-100663,2023-09-13,South,Hyderabad,Home & Kitchen,Chef Knife,Online,Consumer,377,3271.06,0.2,986551.7,611662.05,374889.65,No,CUST-1861
ORD-100664,2023-09-13,East,Kolkata,Electronics,Smart Watch,Retail Store,Consumer,2,3619.31,0.3,5067.03,3330.39,1736.64,No,CUST-1430
ORD-100665,2023-09-14,West,Ahmedabad,Beauty,Sunscreen SPF50,Online,Home Office,7,1170.03,0.0,8190.21,3864.64,4325.57,No,CUST-1706
ORD-100666,2023-09-14,West,Ahmedabad,Beauty,Hair Oil,Retail Store,Consumer,5,802.5,0.0,4012.5,2550.36,1462.14,No,CUST-1200
ORD-100667,2023-09-14,North,Delhi,Electronics,Wireless Earbuds,Online,Corporate,1,6330.47,,5380.9,3009.71,2371.19,No,CUST-1830
ORD-100668,2023-09-14,South,Hyderabad,Apparel,Denim Jeans,Retail Store,Consumer,3,1931.69,0.1,5215.56,3987.32,1228.24,No,CUST-1632
ORD-100669,2023-09-15,West,Pune,Electronics,Smart Watch,Online,Corporate,4,4288.81,0.05,16297.48,11396.92,4900.56,No,CUST-1660
ORD-100670,2023-09-15,North,Delhi,Home & Kitchen,Cookware Set,Online,Consumer,2,3172.44,0.05,6027.64,3720.95,2306.69,No,CUST-1535
ORD-100671,2023-09-16,South,Chennai,Electronics,4K Monitor,Retail Store,Consumer,8,6387.73,,51101.84,30243.43,20858.41,No,CUST-1746
ORD-100672,2023-09-16,West,Pune,Sports,Dumbbell Set,Retail Store,Consumer,3,2898.08,0.0,8694.24,6769.65,1924.59,No,CUST-1480
ORD-100673,2023-09-16,West,Pune,Electronics,Bluetooth Speaker,Online,Corporate,5,2846.02,0.15,12095.58,8106.9,3988.68,No,CUST-1867
ORD-100674,2023-09-17,West,Pune,Home & Kitchen,Air Fryer,Retail Store,Consumer,5,4011.69,0.2,16046.76,9942.52,6104.24,No,CUST-1596
ORD-100675,2023-09-17,East,Bhubaneswar,Electronics,4K Monitor,Retail Store,Consumer,2,4720.36,0.2,7552.58,4390.48,3162.1,No,CUST-1408
ORD-100676,2023-09-17,North,Jaipur,Electronics,Wireless Earbuds,Online,Consumer,5,3747.95,0.1,16865.78,9396.13,7469.65,No,CUST-1187
ORD-100677,2023-09-17,North,Jaipur,Apparel,Cotton T-Shirt,Partner,,3,1710.33,0.2,4104.79,2802.7,1302.09,No,CUST-1816
ORD-100678,2023-09-19,South,Kochi,Home & Kitchen,Chef Knife,Online,Corporate,1,2518.23,0.15,2140.5,1378.49,762.01,No,CUST-1050
ORD-100679,2023-09-19,South,Bengaluru,Sports,Running Shoes,Retail Store,Consumer,4,1970.33,0.05,7487.25,5464.95,2022.3,No,CUST-1038
ORD-100680,2023-09-19,South,Chennai,Electronics,Bluetooth Speaker,Partner,Consumer,5,4001.74,0.05,19008.26,12026.05,6982.21,No,CUST-1027
ORD-100681,2023-09-19,East,Kolkata,Electronics,4K Monitor,Partner,Corporate,1,4321.58,0.1,3889.42,2497.67,1391.75,No,CUST-1097
ORD-100682,2023-09-20,South,Kochi,Apparel,Rain Jacket,Retail Store,Consumer,7,1593.35,0.0,11153.45,6776.03,4377.42,No,CUST-1222
ORD-100683,2023-09-20,East,Kolkata,Apparel,Denim Jeans,Retail Store,Consumer,6,1257.38,0.2,6035.42,4234.84,1800.58,No,CUST-1441
ORD-100684,2023-09-20,North,Lucknow,Beauty,Vitamin C Serum,Online,Consumer,3,1089.97,,3269.91,1919.27,1350.64,No,CUST-1248
ORD-100685,2023-09-20,North,Delhi,Sports,Dumbbell Set,Online,Consumer,5,2436.82,0.0,12184.1,8908.28,3275.82,No,CUST-1408
ORD-100686,2023-09-20,North,Jaipur,Beauty,Sunscreen SPF50,Retail Store,Home Office,3,1129.86,0.1,3050.62,1702.02,1348.6,No,CUST-1403
ORD-100687,2023-09-21,North,Chandigarh,Electronics,4K Monitor,Online,Consumer,6,4690.04,0.0,28140.24,19095.02,9045.22,No,CUST-1394
ORD-100688,2023-09-21,West,Surat,Apparel,Denim Jeans,Retail Store,Consumer,2,1425.06,0.0,2850.12,2122.43,727.69,No,CUST-1053
ORD-100689,2023-09-21,South,Bengaluru,Beauty,Hair Oil,Online,Corporate,5,1124.08,0.05,5339.38,3757.83,1581.55,No,CUST-1483
ORD-100690,2023-09-22,North,Delhi,Apparel,Wool Sweater,Online,Consumer,1,1415.18,0.0,1415.18,796.83,618.35,No,CUST-1269
ORD-100691,2023-09-22,East,Patna,Home & Kitchen,Air Fryer,Online,Home Office,1,3450.05,0.0,3450.05,2356.7,1093.35,No,CUST-1484
ORD-100692,2023-09-22,South,Chennai,Electronics,Bluetooth Speaker,Online,Consumer,3,5636.88,0.1,15219.58,7888.38,-3855.75,Yes,CUST-1054
ORD-100693,2023-09-22,North,Delhi,Apparel,Rain Jacket,Online,Home Office,2,1180.58,0.05,2243.1,1052.45,1190.65,No,CUST-1783
ORD-100694,2023-09-23,North,Chandigarh,Beauty,Sunscreen SPF50,Online,Corporate,4,938.29,0.3,2627.21,1868.36,-946.34,Yes,CUST-1650
ORD-100695,2023-09-23,North,Delhi,Electronics,Wireless Earbuds,Partner,Corporate,2,5493.8,0.0,10987.6,7874.19,3113.41,No,CUST-1311
ORD-100696,2023-09-23,East,Patna,Sports,Running Shoes,Retail Store,Consumer,2,2818.26,0.2,4509.22,2063.27,2445.95,No,CUST-1323
ORD-100697,2023-09-24,North,Lucknow,Apparel,Cotton T-Shirt,Retail Store,Corporate,1,1941.54,0.15,1650.31,1258.81,391.5,No,CUST-1284
ORD-100698,2023-09-25,North,Lucknow,Electronics,Power Bank,Online,Corporate,8,6265.14,0.15,42602.95,25440.22,17162.73,No,CUST-1892
ORD-100699,2023-09-25,North,Jaipur,Electronics,Wireless Earbuds,Online,Consumer,6,4754.41,0.2,22821.17,17087.12,-3717.6,Yes,CUST-1631
ORD-100700,2023-09-26,South,Bengaluru,Electronics,Smart Watch,Retail Store,Consumer,2,3948.77,0.0,7897.54,5608.02,2289.52,No,CUST-1414
ORD-100701,2023-09-26,North,Jaipur,Apparel,Wool Sweater,Online,Corporate,1,2379.18,0.25,1784.38,1333.32,451.06,No,CUST-1583
ORD-100702,2023-09-26,West,Pune,Electronics,Bluetooth Speaker,Online,Home Office,7,3238.07,0.0,22666.49,16433.52,6232.97,No,CUST-1058
ORD-100703,2023-09-27,North,,Home & Kitchen,Cookware Set,Partner,Corporate,6,2469.81,0.15,12596.03,9716.81,2879.22,No,CUST-1746
ORD-100704,2023-09-27,East,Bhubaneswar,Beauty,Hair Oil,Online,Consumer,8,914.0,0.0,7312.0,4808.4,2503.6,No,CUST-1536
ORD-100705,2023-09-27,South,Kochi,Apparel,Denim Jeans,Partner,Corporate,2,2207.54,,4194.33,2202.0,1992.33,No,CUST-1278
ORD-100706,2023-09-28,South,Kochi,Electronics,Power Bank,Online,Consumer,3,5083.01,0.2,12199.22,7057.93,5141.29,No,CUST-1623
ORD-100707,2023-09-28,North,Chandigarh,Apparel,Cotton T-Shirt,Online,Consumer,1,1984.48,0.3,1389.14,969.79,419.35,No,CUST-1005
ORD-100708,2023-09-28,East,Kolkata,Beauty,Hair Oil,Online,Corporate,4,456.35,,1369.05,686.99,682.06,No,CUST-1441
ORD-100709,2023-09-28,West,Mumbai,Home & Kitchen,Cookware Set,Partner,Consumer,2,3207.64,0.2,5132.22,3884.31,1247.91,No,CUST-1849
ORD-100710,2023-09-28,North,Delhi,Electronics,4K Monitor,Retail Store,Corporate,1,2870.11,0.1,2583.1,1337.38,1245.72,No,CUST-1683
ORD-100711,2023-09-28,North,Chandigarh,Apparel,Wool Sweater,Retail Store,Consumer,5,1907.64,0.1,8584.38,6344.47,2239.91,No,CUST-1039
ORD-100712,2023-09-29,West,Mumbai,Apparel,Cotton T-Shirt,Online,Consumer,8,1074.13,0.3,6015.13,3667.0,2348.13,No,CUST-1530
