week_start,channel,campaign,spend,impressions,clicks,conversions,revenue,ctr_pct,cpc,roas
2024-04-01,Email,Email-2404,2053.93,8950,87,3,,0.983,23.34,5.07
2024-02-12,Email,Email-2402,907.38,3700,28,1,4141.31,0.782,31.35,4.56
2023-02-27,Social,Social-2302,717.02,1296,23,1,3114.67,1.774,31.17,4.34
2024-06-10,Email,Email-2406,2119.44,11080,102,4,11144.95,0.929,20.6,5.26
2023-04-17,Affiliate,Affiliate-2304,323.64,676,13,0,2173.04,2.065,23.18,6.71
2024-07-08,Affiliate,Affiliate-2407,1242.29,2617,55,1,4302.68,2.113,22.46,3.46
2023-02-06,Display,Display-2302,2328.24,6058,94,5,8555.87,1.552,24.76,3.67
2024-03-25,Affiliate,Affiliate-2403,1067.84,1827,29,1,5368.01,1.6,36.51,5.03
2025-06-09,Email,Email-2506,4342.57,17590,155,7,19213.5,0.883,27.95,4.42
2025-01-06,Email,Email-2501,2336.72,12015,130,7,22552.24,1.084,17.94,9.65
2025-04-14,Paid Search,Paid-2504,3517.37,3833,96,4,16604.19,2.509,36.57,4.72
2023-04-24,Affiliate,Affiliate-2304,1423.78,2787,53,2,9604.01,1.928,26.49,6.75
2023-03-27,Email,Email-2303,3751.15,15428,165,5,14569.06,1.074,22.64,3.88
2025-05-26,Display,Display-2505,1096.33,3120,40,1,1961.91,1.31,26.81,1.79
2023-07-10,Social,Social-2307,2054.68,3745,68,3,6208.37,1.835,29.9,3.02
2023-06-05,Social,Social-2306,1965.52,3052,60,1,3532.82,1.98,32.51,1.8
2023-09-25,Affiliate,Affiliate-2309,834.48,1527,33,2,5095.9,2.212,24.7,6.11
2024-09-09,Social,Social-2409,1625.05,2736,54,2,5179.38,1.993,29.79,3.19
2023-02-27,Display,Display-2302,1928.52,5143,75,2,3869.62,1.469,25.53,2.01
2024-08-26,Social,Social-2408,3089.95,5250,118,3,,2.264,26.0,2.23
2024-03-18,Display,Display-2403,1358.75,3604,44,1,2550.69,1.235,30.53,1.88
2024-02-12,Display,Display-2402,1719.3,5397,74,4,6238.07,1.385,22.99,3.63
2023-06-26,Affiliate,Affiliate-2306,518.94,867,15,0,1845.11,1.78,33.59,3.56
2025-03-24,Paid Search,Paid-2503,2550.85,2820,102,4,16201.8,3.646,24.8,6.35
2023-10-30,Display,Display-2310,1053.38,3206,39,1,2195.6,1.226,26.79,2.08
2023-05-15,Social,Social-2305,2683.84,4073,84,4,11626.57,2.077,31.72,4.33
2023-06-19,Affiliate,Affiliate-2306,2245.67,4813,92,3,9449.34,1.92,24.3,4.21
2025-05-05,Social,Social-2505,1155.6,1758,29,1,2201.05,1.692,38.86,1.9
2023-11-13,Social,Social-2311,2090.24,3014,55,3,5987.27,1.846,37.57,2.86
2023-09-04,Email,Email-2309,262.01,1253,10,0,1638.46,0.812,25.74,6.25
2024-07-08,Email,Email-2407,3582.74,15761,165,8,27421.97,1.05,21.64,7.65
2025-05-19,Display,Display-2505,1857.5,5271,63,3,5178.08,1.202,29.31,2.79
2025-05-05,Paid Search,Paid-2505,3874.36,4158,132,6,21331.26,3.196,29.16,5.51
2023-05-22,Display,Display-2305,681.51,2002,24,0,1397.75,1.206,28.22,2.05
2023-04-24,Social,Social-2304,2366.72,4262,95,5,10761.74,2.235,24.85,4.55
2024-08-19,Social,Social-2408,921.87,1623,36,1,3170.04,2.241,25.34,3.44
2024-07-15,Social,Social-2407,4301.11,7379,156,5,13637.55,2.12,27.5,3.17
2024-01-01,Affiliate,Affiliate-2401,2306.13,5018,98,4,16228.8,1.97,23.32,7.04
2024-12-16,Social,Social-2412,4340.09,7906,165,6,12021.31,2.094,26.21,2.77
2023-11-13,Email,Email-2311,1647.72,8346,71,2,8491.0,0.861,22.94,5.15
2024-02-26,Social,Social-2402,846.21,1153,22,0,1655.12,1.944,37.75,1.96
2024-01-22,Paid Search,Paid-2401,1391.96,1302,35,1,4889.36,2.702,39.56,3.51
2025-06-02,Email,Email-2506,2807.77,13569,141,6,16300.39,1.042,19.85,5.81
2024-01-01,Display,Display-2401,2504.04,8010,97,3,5289.33,1.216,25.71,2.11
2025-03-10,Email,Email-2503,2962.69,13575,155,7,17878.07,1.147,19.03,6.03
2023-10-02,Affiliate,Affiliate-2310,1789.44,2946,66,3,11292.26,2.262,26.85,6.31
2023-12-18,Display,Display-2312,1488.98,4560,58,2,5095.09,1.281,25.49,3.42
2023-08-28,Social,Social-2308,2474.21,4353,96,3,7934.11,2.21,25.71,3.21
2023-11-27,Email,Email-2311,1187.58,4838,52,3,8841.88,1.094,22.44,7.45
2024-09-16,Affiliate,Affiliate-2409,1738.37,3756,61,3,9756.22,1.642,28.19,5.61
2023-07-10,Affiliate,Affiliate-2307,1488.45,2412,43,2,7290.02,1.813,34.04,4.9
2024-02-26,Display,Display-2402,2815.11,7866,99,5,8920.83,1.271,28.15,3.17
2024-01-08,Email,Email-2401,1578.91,7848,70,2,6577.44,0.903,22.29,4.17
2024-03-25,Email,Email-2403,2165.93,10390,106,5,16635.58,1.022,20.4,7.68
2025-03-24,Social,Social-2503,1643.62,2841,70,2,4861.01,2.47,23.42,2.96
2024-08-12,Display,Display-2408,2822.65,8726,126,4,6452.59,1.453,22.26,2.29
2023-10-23,Email,Email-2310,1788.77,7854,81,4,12675.35,1.043,21.83,7.09
2023-10-02,Display,Display-2310,1356.8,3689,41,2,3504.3,1.118,32.89,2.58
2024-05-13,Paid Search,Paid-2405,2000.87,2310,85,4,14151.25,3.683,23.51,7.07
2024-09-23,Social,Social-2409,1777.86,2717,45,2,5118.99,1.684,38.85,2.88
2023-01-23,Paid Search,Paid-2301,2737.92,2612,94,4,12163.44,3.619,28.97,4.44
2023-08-14,Display,Display-2308,3014.52,7210,80,2,3619.95,1.112,37.59,1.2
2024-12-02,Affiliate,Affiliate-2412,1125.01,2356,53,2,,2.258,21.14,6.2
2024-11-11,Email,Email-2411,1552.87,7881,78,3,11444.95,1.0,19.69,7.37
2024-10-21,Paid Search,Paid-2410,1266.19,1570,57,2,9105.09,3.665,22.0,7.19
2024-04-22,Email,Email-2404,2693.18,13126,154,6,17719.78,1.177,17.44,6.58
2023-02-20,Email,Email-2302,2107.75,11000,91,3,8276.72,0.831,23.06,3.93
2025-06-16,Display,Display-2506,719.24,2021,31,1,,1.548,22.98,2.78
2023-10-16,Social,Social-2310,2066.33,3015,63,3,7601.94,2.094,32.73,3.68
2024-02-19,Paid Search,Paid-2402,3497.47,3258,95,3,11964.4,2.929,36.65,3.42
2024-12-09,Email,Email-2412,2075.97,10358,84,3,8711.66,0.82,24.44,4.2
2023-04-10,Display,Display-2304,1012.98,3115,40,1,2239.92,1.306,24.89,2.21
2024-09-16,Paid Search,Paid-2409,1325.35,1240,41,2,8099.95,3.374,31.67,6.11
2023-05-22,Affiliate,Affiliate-2305,1191.12,2502,38,1,5100.38,1.521,31.3,4.28
2024-06-17,Display,Display-2406,2692.72,8315,124,5,8471.21,1.498,21.61,3.15
2023-01-23,Social,Social-2301,1719.82,3051,73,3,7933.23,2.397,23.51,4.61
2023-05-08,Social,Social-2305,1281.58,1982,50,2,4921.84,2.526,25.59,3.84
2023-05-01,Display,Display-2305,1534.6,4647,76,4,5400.14,1.642,20.11,3.52
2025-03-03,Display,Display-2503,3153.04,9313,120,6,9405.54,1.297,26.1,2.98
2023-10-16,Paid Search,Paid-2310,3246.18,3214,111,5,20023.92,3.481,29.02,6.17
2023-05-22,Email,Email-2305,688.34,3129,30,1,2726.59,0.981,22.43,3.96
2023-11-27,Display,Display-2311,6217.99,18522,292,15,21881.65,1.578,21.27,3.52
2024-08-12,Paid Search,Paid-2408,964.79,970,35,1,7237.29,3.634,27.36,7.5
2023-12-11,Social,Social-2312,2411.77,4314,81,3,8804.81,1.884,29.67,3.65
2023-08-07,Email,Email-2308,2042.04,10692,126,4,9450.95,1.179,16.19,4.63
2024-04-01,Social,Social-2404,893.89,1205,28,1,3909.35,2.369,31.3,4.37
2023-07-03,Display,Display-2307,1279.83,3258,49,2,4743.37,1.511,25.99,3.71
2025-03-03,Affiliate,Affiliate-2503,1181.67,1986,32,1,4353.44,1.658,35.88,3.68
2024-11-04,Paid Search,Paid-2411,4671.97,4761,169,9,32773.71,3.569,27.49,7.01
2024-05-13,Affiliate,Affiliate-2405,2195.78,4312,88,4,13764.69,2.05,24.84,6.27
2023-01-23,Display,Display-2301,1623.12,4613,54,3,4983.56,1.184,29.72,3.07
2023-06-19,Social,Social-2306,2600.97,4452,107,5,9447.61,2.42,24.14,3.63
2023-07-24,Affiliate,Affiliate-2307,2609.06,4463,88,4,15507.98,1.983,29.47,5.94
2024-07-29,Paid Search,Paid-2407,1788.17,1713,44,1,5786.75,2.571,40.59,3.24
2024-01-15,Affiliate,Affiliate-2401,599.47,1228,27,1,3587.89,2.213,22.04,5.99
2024-02-19,Affiliate,Affiliate-2402,731.36,1592,28,1,3012.09,1.812,25.34,4.12
2025-03-10,Display,Display-2503,1260.94,3371,42,2,3497.37,1.27,29.44,2.77
2024-03-11,Social,Social-2403,6619.43,9105,204,11,20430.53,2.245,32.38,3.09
2024-10-07,Display,Display-2410,1409.37,4138,46,2,2993.81,1.124,30.31,2.12
2025-01-13,Affiliate,Affiliate-2501,2177.69,3676,86,3,8843.1,2.365,25.04,4.06
2024-01-08,Display,Display-2401,2521.97,6382,98,4,5898.36,1.541,25.64,2.34
2023-02-13,Affiliate,Affiliate-2302,786.5,1497,30,1,5263.92,2.038,25.76,6.69
2023-09-11,Social,Social-2309,2954.17,4580,95,4,11554.74,2.088,30.89,3.91
2023-09-11,Affiliate,Affiliate-2309,1611.42,3283,57,3,10664.97,1.74,28.21,6.62
2023-10-16,Email,Email-2310,1059.26,4610,47,2,6264.93,1.039,22.11,5.91
2024-07-22,Social,Social-2407,3076.34,4778,104,4,7653.9,2.176,29.58,2.49
2023-05-08,Affiliate,Affiliate-2305,1023.13,1975,46,2,7340.4,2.373,21.83,7.17
2025-06-09,Paid Search,Paid-2506,3571.7,3339,102,5,16892.44,3.069,34.85,4.73
2025-04-07,Social,Social-2504,1600.27,2378,59,2,5599.22,2.493,26.99,3.5
2024-05-06,Display,Display-2405,1491.34,4517,51,2,4448.45,1.147,28.77,2.98
2024-06-17,Paid Search,Paid-2406,1057.25,1144,40,2,6515.97,3.504,26.36,6.16
2023-06-19,Email,Email-2306,1819.75,7339,62,3,7257.92,0.847,29.26,3.99
2024-05-27,Affiliate,Affiliate-2405,959.19,2064,38,1,5661.2,1.872,24.82,5.9
2024-12-30,Paid Search,Paid-2412,1854.75,2284,82,4,12392.97,3.602,22.54,6.68
2025-03-17,Email,Email-2503,719.36,3406,27,1,3655.72,0.811,26.05,5.08
2024-05-20,Affiliate,Affiliate-2405,2132.52,4153,77,2,6189.25,1.859,27.62,2.9
2023-04-17,Display,Display-2304,693.31,1757,22,0,1563.95,1.257,31.37,2.26
2024-05-06,Paid Search,Paid-2405,5801.93,6986,223,10,33089.89,3.201,25.94,5.7
2023-03-27,Social,Social-2303,3545.36,6010,148,4,8962.58,2.472,23.86,2.53
2023-12-18,Social,Social-2312,2338.71,4053,92,5,11745.38,2.276,25.35,5.02
2023-06-26,Paid Search,Paid-2306,1980.94,2288,65,3,11480.98,2.858,30.28,5.8
2024-12-09,Affiliate,Affiliate-2412,2250.5,4797,105,4,13043.1,2.205,21.28,5.8
2024-12-09,Social,Social-2412,4506.77,6482,168,9,22151.2,2.6,26.74,4.92
2025-06-02,Display,Display-2506,1099.97,3352,44,1,2749.75,1.336,24.56,2.5
2024-04-29,Email,Email-2404,740.99,3493,27,1,3149.86,0.781,27.16,4.25
2025-01-13,Social,Social-2501,4285.42,7473,156,5,10956.07,2.097,27.34,2.56
2025-03-31,Display,Display-2503,1222.93,3267,45,1,2095.46,1.401,26.71,1.71
2024-08-05,Social,Social-2408,1749.29,2874,53,2,6154.0,1.876,32.43,3.52
2025-05-26,Social,Social-2505,1420.08,2175,37,1,3728.02,1.729,37.75,2.63
2025-04-14,Affiliate,Affiliate-2504,1250.86,2042,48,2,6438.99,2.354,26.01,5.15
2023-04-03,Email,Email-2304,1396.55,6294,64,3,8147.24,1.021,21.73,5.83
2023-01-30,Affiliate,Affiliate-2301,778.49,1475,25,1,3922.11,1.739,30.34,5.04
2023-04-17,Email,Email-2304,1710.05,8515,80,3,8329.9,0.945,21.24,4.87
2023-05-29,Paid Search,Paid-2305,1575.45,1904,52,2,6219.42,2.751,30.07,3.95
2025-06-16,Affiliate,Affiliate-2506,438.79,870,19,0,1911.79,2.26,22.29,4.36
2023-06-26,Social,Social-2306,1446.14,2147,40,1,3100.14,1.871,35.99,2.14
2025-03-17,Display,Display-2503,2475.46,6618,97,4,5675.84,1.473,25.39,2.29
2024-04-08,Affiliate,Affiliate-2404,1024.37,1887,41,1,5515.6,2.2,24.66,5.38
2024-09-30,Affiliate,Affiliate-2409,1051.58,1735,28,0,3360.79,1.66,36.5,3.2
2023-09-04,Display,Display-2309,4556.9,10807,143,5,10074.73,1.324,31.85,2.21
2025-01-27,Display,Display-2501,5759.72,16126,177,9,,1.099,32.5,2.48
2025-04-14,Email,Email-2504,893.15,4266,46,2,5762.21,1.079,19.4,6.45
2023-07-10,Paid Search,Paid-2307,2011.42,2217,69,2,8548.93,3.124,29.04,4.25
2023-11-06,Display,Display-2311,3801.6,9612,150,8,14956.86,1.562,25.32,3.93
2024-11-04,Affiliate,Affiliate-2411,826.77,1562,25,1,3248.53,1.606,32.94,3.93
2025-06-09,Social,Social-2506,5877.05,9260,211,11,22266.15,2.281,27.82,3.79
2025-04-21,Paid Search,Paid-2504,1677.27,1670,59,2,8386.28,3.578,28.07,5.0
2025-01-20,Affiliate,Affiliate-2501,1206.16,2319,48,2,7763.03,2.078,25.02,6.44
2023-05-08,Display,Display-2305,1043.56,2744,41,2,4058.87,1.516,25.08,3.89
2024-05-20,Display,Display-2405,805.99,2063,28,0,1390.21,1.362,28.68,1.72
2024-07-29,Email,Email-2407,2879.2,11817,140,5,16242.16,1.186,20.54,5.64
2023-04-03,Affiliate,Affiliate-2304,2389.85,4793,99,4,13729.98,2.074,24.04,5.75
2023-02-20,Social,Social-2302,1496.44,2093,36,1,3302.43,1.743,41.02,2.21
2024-02-19,Social,Social-2402,2387.68,3638,73,3,8013.02,2.01,32.66,3.36
2023-08-14,Paid Search,Paid-2308,3086.13,3873,109,4,15355.78,2.83,28.15,4.98
2024-05-20,Email,Email-2405,982.13,4590,44,2,6774.36,0.973,21.98,6.9
2023-01-16,Social,Social-2301,3497.51,5869,121,6,12578.47,2.064,28.87,3.6
2023-07-17,Affiliate,Affiliate-2307,937.56,2041,40,2,5562.91,1.974,23.27,5.93
2024-07-22,Paid Search,Paid-2407,3312.38,3414,116,6,23533.71,3.423,28.34,7.1
2025-01-27,Paid Search,Paid-2501,1829.39,1814,51,1,4962.7,2.822,35.73,2.71
2024-12-02,Paid Search,Paid-2412,1995.51,2430,61,2,8433.15,2.548,32.22,4.23
2023-06-26,Email,Email-2306,729.37,3343,39,1,5161.22,1.17,18.64,7.08
2024-10-14,Paid Search,Paid-2410,2853.14,3428,104,4,14839.8,3.053,27.26,5.2
2024-09-09,Paid Search,Paid-2409,2749.6,2774,72,4,12564.93,2.629,37.68,4.57
2024-02-26,Email,Email-2402,1425.39,5727,44,1,4615.01,0.771,32.29,3.24
2023-01-09,Affiliate,Affiliate-2301,1328.63,2552,45,1,4086.37,1.78,29.24,3.08
2025-02-17,Display,Display-2502,1376.41,4200,48,2,4354.47,1.164,28.15,3.16
2025-04-21,Social,Social-2504,3503.37,4773,113,6,11047.64,2.372,30.94,3.15
2023-09-04,Social,Social-2309,1089.59,1799,33,1,4715.32,1.874,32.31,4.33
2023-11-20,Social,Social-2311,1309.7,2327,53,2,6768.28,2.287,24.61,5.17
2023-10-23,Paid Search,Paid-2310,2235.51,2546,62,3,12127.42,2.469,35.56,5.42
2023-06-26,Display,Display-2306,576.58,1727,27,1,2847.83,1.613,20.7,4.94
2023-07-17,Display,Display-2307,1910.56,4751,70,3,5088.41,1.492,26.95,2.66
2023-12-04,Social,Social-2312,1249.08,2296,46,2,4845.35,2.013,27.03,3.88
2023-01-09,Email,Email-2301,967.63,4862,50,2,7586.23,1.044,19.06,7.84
2025-06-16,Email,Email-2506,1038.23,5197,58,3,8252.85,1.124,17.78,7.95
2024-02-19,Display,Display-2402,800.34,2385,27,1,2649.28,1.159,28.93,3.31
2024-03-11,Paid Search,Paid-2403,1533.15,1841,58,2,8369.9,3.189,26.11,5.46
2024-09-02,Paid Search,Paid-2409,3350.58,4097,119,5,16415.59,2.905,28.15,4.9
2023-12-18,Affiliate,Affiliate-2312,925.16,1590,33,1,5312.07,2.109,27.58,5.74
2024-08-19,Display,Display-2408,2110.97,5435,82,4,6349.28,1.511,25.71,3.01
2024-10-21,Display,Display-2410,2624.19,6748,73,2,4046.17,1.096,35.48,1.54
2025-03-03,Email,Email-2503,755.09,3289,28,0,1980.36,0.862,26.64,2.62
2025-01-06,Social,Social-2501,2359.95,3984,69,2,,1.737,34.09,2.06
2023-01-09,Display,Display-2301,1002.75,2439,36,1,2514.44,1.486,27.66,2.51
2023-08-07,Social,Social-2308,4575.9,6424,131,7,15203.21,2.049,34.77,3.32
2023-02-06,Email,Email-2302,1354.02,5505,61,2,5041.81,1.115,22.05,3.72
2024-09-02,Social,Social-2409,1135.87,1538,39,2,5030.11,2.591,28.5,4.43
2024-01-08,Social,Social-2401,1810.14,2680,53,2,5421.35,1.983,34.05,2.99
2024-03-11,Affiliate,Affiliate-2403,1813.37,3873,61,2,7037.72,1.595,29.35,3.88
2024-10-07,Social,Social-2410,1029.45,1798,45,1,4985.82,2.511,22.79,4.84
2023-03-27,Affiliate,Affiliate-2303,365.83,621,14,0,2091.58,2.358,24.96,5.72
2024-04-15,Display,Display-2404,2082.4,5130,55,1,2930.46,1.085,37.4,1.41
2023-12-25,Paid Search,Paid-2312,2140.72,2427,78,3,10943.22,3.224,27.36,5.11
2024-10-14,Email,Email-2410,988.3,4462,40,2,5740.97,0.911,24.32,5.81
2025-01-27,Social,Social-2501,2821.29,5117,124,5,11051.4,2.434,22.65,3.92
2024-12-23,Email,Email-2412,760.53,3261,25,1,3255.33,0.773,30.17,4.28
2023-07-31,Display,Display-2307,3407.31,10150,156,8,12661.38,1.545,21.73,3.72
2023-03-06,Display,Display-2303,1642.02,5195,81,3,6560.78,1.567,20.17,4.0
2023-10-16,Display,Display-2310,1845.34,5803,69,2,3536.96,1.194,26.63,1.92
2024-12-16,Affiliate,Affiliate-2412,2002.06,4325,88,3,9941.34,2.052,22.56,4.97
2024-02-05,Email,Email-2402,1213.22,5153,49,2,6067.36,0.955,24.65,5.0
2023-01-02,Social,Social-2301,1734.0,2655,67,3,7999.12,2.556,25.55,4.61
2024-08-19,Email,Email-2408,3123.6,12647,100,5,13062.32,0.794,31.11,4.18
2024-04-22,Social,Social-2404,3365.7,6032,147,5,12089.19,2.441,22.85,3.59
2024-01-08,Affiliate,Affiliate-2401,2187.9,3836,60,1,5844.72,1.576,36.2,2.67
2024-09-30,Email,Email-2409,926.27,4044,35,1,5595.77,0.877,26.11,6.04
2024-01-08,Paid Search,Paid-2401,3639.71,4389,123,5,20367.48,2.809,29.52,5.6
2025-03-24,Email,Email-2503,2654.57,12956,148,5,16220.78,1.147,17.86,6.11
2025-04-21,Email,Email-2504,2557.62,11930,124,6,19671.33,1.04,20.61,7.69
2025-01-06,Paid Search,Paid-2501,3305.59,3383,83,2,,2.464,39.65,2.48
2024-05-27,Display,Display-2405,3216.56,9324,107,4,7346.77,1.156,29.85,2.28
2023-05-15,Paid Search,Paid-2305,2782.62,2690,77,2,7343.37,2.893,35.74,2.64
2025-05-12,Affiliate,Affiliate-2505,1013.06,2055,35,1,5148.78,1.728,28.53,5.08
2024-05-06,Email,Email-2405,3698.39,17081,146,4,12275.11,0.86,25.16,3.32
2023-02-27,Email,Email-2302,1273.4,6133,67,2,6156.35,1.093,18.99,4.83
2025-03-31,Affiliate,Affiliate-2503,1145.1,2288,43,1,5000.38,1.892,26.44,4.37
2025-06-16,Paid Search,Paid-2506,1493.3,1761,49,2,7848.34,2.834,29.91,5.26
2025-01-13,Display,Display-2501,1575.34,4291,65,2,4216.4,1.536,23.89,2.68
2023-03-06,Paid Search,Paid-2303,2308.89,2850,86,3,11498.3,3.049,26.56,4.98
2023-08-14,Social,Social-2308,2282.23,3970,97,5,11189.94,2.466,23.3,4.9
2024-02-05,Display,Display-2402,2071.46,4872,67,2,4097.0,1.393,30.52,1.98
2025-03-10,Social,Social-2503,2096.35,3024,59,3,8091.91,1.978,35.05,3.86
2025-04-28,Display,Display-2504,2581.19,7399,85,4,6621.04,1.159,30.1,2.57
2024-03-18,Paid Search,Paid-2403,1618.55,1741,51,1,6860.91,2.962,31.38,4.24
2023-11-20,Paid Search,Paid-2311,1482.48,1565,53,2,6438.0,3.409,27.78,4.34
2025-01-06,Display,Display-2501,1509.77,4571,75,3,5368.29,1.648,20.04,3.56
2023-04-17,Social,Social-2304,2258.41,3667,90,5,10231.27,2.473,24.9,4.53
2025-05-19,Email,Email-2505,1071.57,4975,44,1,4327.9,0.897,24.02,4.04
2023-12-11,Email,Email-2312,2161.98,11401,121,5,17176.49,1.064,17.83,7.94
2024-10-28,Social,Social-2410,1223.62,1670,33,1,3054.8,1.991,36.78,2.5
2023-05-01,Paid Search,Paid-2305,1449.78,1698,50,2,8181.34,2.994,28.51,5.64
2024-10-14,Affiliate,Affiliate-2410,863.12,1882,40,1,3192.11,2.134,21.48,3.7
2023-11-13,Paid Search,Paid-2311,887.71,869,23,0,2779.81,2.664,38.34,3.13
2024-04-08,Social,Social-2404,4417.26,6252,130,6,16011.95,2.085,33.89,3.62
2023-11-20,Display,Display-2311,4707.17,12875,161,8,15259.78,1.256,29.11,3.24
2024-10-28,Paid Search,Paid-2410,3072.52,3536,122,5,21012.23,3.474,25.01,6.84
2025-03-10,Paid Search,Paid-2503,1724.52,1921,60,2,7306.55,3.14,28.58,4.24
2024-08-12,Social,Social-2408,917.08,1483,29,1,2499.39,1.983,31.18,2.73
2023-09-11,Email,Email-2309,581.52,2640,26,1,3262.19,1.003,21.96,5.61
2024-04-08,Email,Email-2404,2250.03,9303,73,3,9413.36,0.79,30.63,4.18
2024-09-02,Display,Display-2409,5607.37,16781,213,7,11680.39,1.272,26.27,2.08
2023-03-06,Affiliate,Affiliate-2303,818.91,1588,25,1,,1.601,32.2,3.97
2023-01-09,Paid Search,Paid-2301,3954.56,3949,130,5,20550.54,3.304,30.3,5.2
2025-01-06,Affiliate,Affiliate-2501,1268.0,2631,57,3,9274.51,2.203,21.87,7.31
2023-11-20,Affiliate,Affiliate-2311,969.6,1688,27,1,4626.55,1.635,35.11,4.77
2024-11-11,Social,Social-2411,3345.99,5606,115,4,8694.56,2.06,28.96,2.6
2025-03-17,Social,Social-2503,1921.94,2868,74,3,,2.581,25.96,3.83
2024-11-25,Email,Email-2411,2295.53,10299,103,3,8681.34,1.004,22.2,3.78
2023-05-29,Social,Social-2305,762.14,1151,29,0,1969.52,2.559,25.85,2.58
2024-09-09,Display,Display-2409,982.79,2525,29,1,1723.8,1.179,33.02,1.75
2024-11-11,Display,Display-2411,2627.53,6864,74,3,5038.93,1.084,35.3,1.92
2023-01-16,Email,Email-2301,1729.96,7881,65,2,6909.95,0.829,26.48,3.99
2023-09-25,Paid Search,Paid-2309,3544.47,4455,143,6,19222.3,3.22,24.71,5.42
2024-01-29,Email,Email-2401,1095.63,5823,48,1,4425.87,0.824,22.82,4.04
2023-02-06,Affiliate,Affiliate-2302,1009.64,1684,35,1,3546.3,2.099,28.54,3.51
2023-08-21,Affiliate,Affiliate-2308,303.15,599,10,0,1676.89,1.767,28.6,5.53
2023-09-11,Paid Search,Paid-2309,2921.63,2818,79,2,8107.79,2.833,36.58,2.78
2023-05-22,Paid Search,Paid-2305,2876.01,3423,90,4,12051.19,2.65,31.7,4.19
2023-10-02,Email,Email-2310,1327.98,5279,58,2,5512.9,1.117,22.52,4.15
2024-11-25,Paid Search,Paid-2411,1815.28,2092,71,2,8472.78,3.407,25.47,4.67
2025-05-26,Paid Search,Paid-2505,1053.16,1068,32,1,5814.52,3.032,32.51,5.52
2024-06-03,Display,Display-2406,1298.97,3416,42,1,,1.255,30.29,1.62
2024-10-07,Paid Search,Paid-2410,2707.36,3325,105,6,18489.65,3.16,25.76,6.83
2024-07-29,Display,Display-2407,4045.42,11430,172,5,9240.1,1.508,23.47,2.28
2023-07-03,Social,Social-2307,1245.52,1907,39,2,4888.33,2.063,31.65,3.92
2023-02-20,Affiliate,Affiliate-2302,1563.88,3296,74,2,6145.07,2.248,21.11,3.93
2024-08-26,Affiliate,Affiliate-2408,1617.64,3163,52,1,5212.75,1.65,31.0,3.22
2023-10-30,Paid Search,Paid-2310,3776.59,3733,104,4,17747.61,2.793,36.21,4.7
2025-02-17,Paid Search,Paid-2502,2725.23,3267,117,5,19808.09,3.59,23.23,7.27
2025-03-03,Social,Social-2503,1127.55,1727,30,1,2352.21,1.748,37.34,2.09
2024-10-21,Affiliate,Affiliate-2410,1346.64,2375,46,1,6190.89,1.965,28.85,4.6
2024-09-30,Social,Social-2409,1487.02,2589,57,1,4653.19,2.238,25.66,3.13
2024-01-01,Paid Search,Paid-2401,2792.68,2779,70,2,6758.52,2.529,39.74,2.42
2023-02-20,Paid Search,Paid-2302,1922.17,2199,78,3,10267.8,3.571,24.48,5.34
2024-03-04,Affiliate,Affiliate-2403,1330.73,2879,63,3,,2.191,21.09,9.28
2024-01-22,Social,Social-2401,2413.97,3492,89,2,,2.558,27.02,2.79
2024-07-01,Display,Display-2407,2716.25,8670,102,5,9601.92,1.178,26.59,3.53
2023-05-29,Email,Email-2305,1135.35,4641,53,1,3858.33,1.153,21.22,3.4
2025-04-28,Social,Social-2504,1253.11,1951,47,2,6024.45,2.451,26.2,4.81
2024-12-30,Affiliate,Affiliate-2412,3886.52,7059,109,5,13468.44,1.553,35.45,3.47
2023-03-06,Email,Email-2303,1306.37,5329,54,1,,1.023,23.97,3.93
2023-10-09,Display,Display-2310,1064.06,3382,41,1,3295.53,1.213,25.94,3.1
2025-04-07,Display,Display-2504,611.16,1720,24,1,,1.452,24.47,3.94
2023-01-30,Social,Social-2301,945.0,1662,42,1,3150.37,2.527,22.49,3.33
2024-07-15,Email,Email-2407,657.52,2996,33,1,4710.67,1.113,19.71,7.16
2023-04-24,Display,Display-2304,1666.84,4333,62,1,2686.29,1.444,26.64,1.61
2023-07-03,Paid Search,Paid-2307,1197.19,1170,32,1,4104.25,2.742,37.31,3.43
2024-08-05,Paid Search,Paid-2408,3203.39,3689,91,4,15218.24,2.481,35.0,4.75
2024-02-05,Social,Social-2402,1766.73,2625,44,2,4478.96,1.71,39.35,2.54
2023-06-19,Display,Display-2306,4615.39,14319,188,7,11925.45,1.32,24.42,2.58
2023-02-13,Display,Display-2302,4879.8,13362,208,6,8462.86,1.557,23.46,1.73
2024-12-23,Social,Social-2412,4193.96,6517,145,4,11094.3,2.237,28.77,2.65
2023-01-23,Affiliate,Affiliate-2301,417.35,900,17,0,2371.8,1.932,23.99,5.68
2025-04-07,Affiliate,Affiliate-2504,800.66,1604,31,1,5866.95,1.934,25.8,7.33
2023-10-30,Affiliate,Affiliate-2310,1003.2,2041,36,1,3621.86,1.788,27.48,3.61
2025-06-23,Paid Search,Paid-2506,5359.1,5840,168,6,24560.32,2.88,31.86,4.58
2024-11-04,Social,Social-2411,2894.39,5263,110,4,7917.05,2.095,26.25,2.74
2024-05-13,Social,Social-2405,2484.04,4005,91,4,8414.17,2.287,27.12,3.39
2023-11-06,Affiliate,Affiliate-2311,2139.11,3910,68,3,11267.27,1.749,31.27,5.27
